3720.0 3.9163638e-16 1e-20
3721.5 3.3170496e-16 1e-20
3723.0 3.3946569e-16 1e-20
3724.5 3.4214014e-16 1e-20
3726.0 2.8061564e-16 1e-20
3727.5 2.1726887e-16 1e-20
3729.0 1.8316112e-16 1e-20
3730.5 2.6662818e-16 1e-20
3732.0 4.1680008e-16 1e-20
3733.5 3.8254417e-16 1e-20
3735.0 2.3776596e-16 1e-20
3736.5 2.8044824e-16 1e-20
3738.0 3.4868286e-16 1e-20
3739.5 2.7923722e-16 1e-20
3741.0 2.4403848e-16 1e-20
3742.5 3.6963774e-16 1e-20
3744.0 3.6374297e-16 1e-20
3745.5 3.0681272e-16 1e-20
3747.0 2.8533604e-16 1e-20
3748.5 2.0969972e-16 1e-20
3750.0 2.1753525e-16 1e-20
3751.5 2.036698e-16 1e-20
3753.0 2.0173883e-16 1e-20
3754.5 3.3949708e-16 1e-20
3756.0 3.0718073e-16 1e-20
3757.5 1.997689e-16 1e-20
3759.0 3.2587811e-16 1e-20
3760.5 3.2399209e-16 1e-20
3762.0 3.2134352e-16 1e-20
3763.5 2.2482168e-16 1e-20
3765.0 2.3040389e-16 1e-20
3766.5 3.1009381e-16 1e-20
3768.0 3.0281518e-16 1e-20
3769.5 2.93955e-16 1e-20
3771.0 1.4157139e-16 1e-20
3772.5 2.5338152e-16 1e-20
3774.0 3.1040025e-16 1e-20
3775.5 1.9993846e-16 1e-20
3777.0 2.4021312e-16 1e-20
3778.5 2.7937545e-16 1e-20
3780.0 2.5003335e-16 1e-20
3781.5 2.3557503e-16 1e-20
3783.0 2.4679848e-16 1e-20
3784.5 3.0867908e-16 1e-20
3786.0 2.7168502e-16 1e-20
3787.5 2.7377267e-16 1e-20
3789.0 3.0994336e-16 1e-20
3790.5 3.1397555e-16 1e-20
3792.0 2.8563621e-16 1e-20
3793.5 3.2725152e-16 1e-20
3795.0 3.7222135e-16 1e-20
3796.5 3.5423238e-16 1e-20
3798.0 2.5529838e-16 1e-20
3799.5 3.3334833e-16 1e-20
3801.0 3.7086165e-16 1e-20
3802.5 2.9063021e-16 1e-20
3804.0 3.0783385e-16 1e-20
3805.5 3.5160605e-16 1e-20
3807.0 4.3450445e-16 1e-20
3808.5 4.5157571e-16 1e-20
3810.0 4.4669389e-16 1e-20
3811.5 3.9869282e-16 1e-20
3813.0 3.6871696e-16 1e-20
3814.5 3.5837842e-16 1e-20
3816.0 3.8904282e-16 1e-20
3817.5 4.3604327e-16 1e-20
3819.0 4.6190702e-16 1e-20
3820.5 4.5878221e-16 1e-20
3822.0 5.1087702e-16 1e-20
3823.5 4.8727963e-16 1e-20
3825.0 4.3804492e-16 1e-20
3826.5 5.081924e-16 1e-20
3828.0 5.5826343e-16 1e-20
3829.5 5.4163527e-16 1e-20
3831.0 5.3183282e-16 1e-20
3832.5 5.3107145e-16 1e-20
3834.0 4.8341213e-16 1e-20
3835.5 5.3281829e-16 1e-20
3837.0 5.2118991e-16 1e-20
3838.5 5.0272221e-16 1e-20
3840.0 5.7983593e-16 1e-20
3841.5 5.0486668e-16 1e-20
3843.0 4.5775762e-16 1e-20
3844.5 4.3353558e-16 1e-20
3846.0 4.9649503e-16 1e-20
3847.5 5.0713853e-16 1e-20
3849.0 4.9889685e-16 1e-20
3850.5 4.875799e-16 1e-20
3852.0 5.4008631e-16 1e-20
3853.5 5.2156043e-16 1e-20
3855.0 5.0553187e-16 1e-20
3856.5 5.8906255e-16 1e-20
3858.0 5.537371e-16 1e-20
3859.5 5.4381013e-16 1e-20
3861.0 5.6733748e-16 1e-20
3862.5 5.4536248e-16 1e-20
3864.0 5.4221501e-16 1e-20
3865.5 4.5983042e-16 1e-20
3867.0 4.9560401e-16 1e-20
3868.5 4.9364265e-16 1e-20
3870.0 5.0290495e-16 1e-20
3871.5 5.2880542e-16 1e-20
3873.0 5.2546721e-16 1e-20
3874.5 5.4897142e-16 1e-20
3876.0 6.3706116e-16 1e-20
3877.5 6.3878434e-16 1e-20
3879.0 6.1251356e-16 1e-20
3880.5 5.8557018e-16 1e-20
3882.0 5.3915982e-16 1e-20
3883.5 5.9284641e-16 1e-20
3885.0 5.7744105e-16 1e-20
3886.5 6.7302633e-16 1e-20
3888.0 6.192805e-16 1e-20
3889.5 6.5512133e-16 1e-20
3891.0 6.4415262e-16 1e-20
3892.5 6.675356e-16 1e-20
3894.0 6.0823557e-16 1e-20
3895.5 5.8997846e-16 1e-20
3897.0 6.4396416e-16 1e-20
3898.5 6.8920636e-16 1e-20
3900.0 6.9988172e-16 1e-20
3901.5 6.7347553e-16 1e-20
3903.0 6.2452422e-16 1e-20
3904.5 6.7050207e-16 1e-20
3906.0 7.0151364e-16 1e-20
3907.5 7.5178637e-16 1e-20
3909.0 7.3659981e-16 1e-20
3910.5 7.181428e-16 1e-20
3912.0 8.3652879e-16 1e-20
3913.5 8.4404504e-16 1e-20
3915.0 8.4672119e-16 1e-20
3916.5 8.6970188e-16 1e-20
3918.0 7.5597098e-16 1e-20
3919.5 7.8478963e-16 1e-20
3921.0 8.7343015e-16 1e-20
3922.5 8.3195703e-16 1e-20
3924.0 7.8870594e-16 1e-20
3925.5 7.9185389e-16 1e-20
3927.0 8.2186289e-16 1e-20
3928.5 7.7379112e-16 1e-20
3930.0 7.6164933e-16 1e-20
3931.5 8.3069585e-16 1e-20
3933.0 9.2097659e-16 1e-20
3934.5 8.4909611e-16 1e-20
3936.0 8.3723119e-16 1e-20
3937.5 8.6236472e-16 1e-20
3939.0 7.9909184e-16 1e-20
3940.5 8.1258062e-16 1e-20
3942.0 8.0563416e-16 1e-20
3943.5 8.1746901e-16 1e-20
3945.0 9.1108971e-16 1e-20
3946.5 9.4310713e-16 1e-20
3948.0 9.4473947e-16 1e-20
3949.5 9.6340331e-16 1e-20
3951.0 9.6269032e-16 1e-20
3952.5 9.6177256e-16 1e-20
3954.0 9.3984902e-16 1e-20
3955.5 9.6054595e-16 1e-20
3957.0 1.0388202e-15 1e-20
3958.5 1.0766355e-15 1e-20
3960.0 1.0929143e-15 1e-20
3961.5 1.0190145e-15 1e-20
3963.0 9.4623882e-16 1e-20
3964.5 9.3856396e-16 1e-20
3966.0 9.7299342e-16 1e-20
3967.5 1.0283862e-15 1e-20
3969.0 9.9406304e-16 1e-20
3970.5 1.0182949e-15 1e-20
3972.0 9.9543863e-16 1e-20
3973.5 9.3610852e-16 1e-20
3975.0 1.1179504e-15 1e-20
3976.5 1.073795e-15 1e-20
3978.0 9.5448903e-16 1e-20
3979.5 1.0245945e-15 1e-20
3981.0 1.0842893e-15 1e-20
3982.5 1.1426464e-15 1e-20
3984.0 1.0289054e-15 1e-20
3985.5 1.005376e-15 1e-20
3987.0 1.0995846e-15 1e-20
3988.5 1.110608e-15 1e-20
3990.0 1.0554468e-15 1e-20
3991.5 1.0591651e-15 1e-20
3993.0 1.0898912e-15 1e-20
3994.5 1.0924007e-15 1e-20
3996.0 1.1056364e-15 1e-20
