SN,MJD,redshift,Si II 6150A_vel,Si II 6150A_vel_err,Si II 6150A_pEW,Si II 6150A_pEW_err,Si II 5800A_vel,Si II 5800A_vel_err,Si II 5800A_pEW,Si II 5800A_pEW_err
ASASSN-14hr,56933.0,0.03362,11.818450366840597,0.6185093578418192,105.22976524589849,1.1192859252769103,11.751429394508712,1.0008635718848693,24.162350685602686,0.9209466936724813
