Filename,SN Name,z,6150A Vel,6150A V_Err,6150A pEW,6150A pEW_Err,5800A Vel,5800A V_Err,5800A pEW,5800A pEW_Err
SN2008bf.json,SN2008bf,0.024027,19.6249164975986,0.13896652502131235,44.13692045504987,2.2068460227524933,,,,
SN2011iv.json,SN2011iv,0.006494,9.20755635537895,0.5590003534231291,67.23685706681363,3.3618428533406814,,,,
SN2005cf.json,SN2005cf,0.006461,15.795929920113227,0.16461181455508855,141.0144691395785,7.050723456978925,10.891399735089363,0.17254780528204458,7.54526047415164,0.377263023707582
SN2008hv.json,SN2008hv,0.013581,,,,,,,,
SN2008ia.json,SN2008ia,0.022597,,,,,,,,
SN1998dh.json,SN1998dh,0.00897,13.384693641736641,0.09325316126932162,108.44922270955752,5.422461135477876,12.598472143431461,0.09898177438283674,31.544096121057976,1.577204806052899
ASASSN-15al.json,ASASSN-15al,0.03,10.371368057497758,0.038480046860445094,76.91260630003066,3.845630315001533,11.769227750144205,0.04111946807633033,13.929865241960925,0.6964932620980463
SN2008bc.json,SN2008bc,0.015707,,,,,,,,
SN2013fy.json,SN2013fy,0.03,13.034877856858772,0.1337654261047988,63.03441569989581,3.1517207849947906,9.42355861753159,0.14074444924997814,5.423244035175566,0.2711622017587783
LSQ12fxd.json,LSQ12fxd,0.031,14.218819058572453,0.1340395242795431,67.22132293811151,3.361066146905576,,,,
SN2007S.json,SN2007S,0.01388,,,,,,,,
SN2007bm.json,SN2007bm,0.006211,12.676858498865032,0.09628765775722828,108.16974694965904,5.408487347482953,11.256776716984051,0.10200195747688146,33.26112626522982,1.663056313261491
SN2006ex.json,SN2006ex,0.1475,,,,,,,,
SN2005hc.json,SN2005hc,0.044983,,,,,5.488844271488824,0.14501148406832817,40.024255432576226,2.0012127716288113
SN2008R.json,SN2008R,0.012887,10.384469791791155,0.15338681673989524,124.75226444379105,6.237613222189553,9.831811792680018,0.1629200144584114,46.24955735724988,2.3124778678624938
SN2003W.json,SN2003W,0.020071,,,,,,,,
SN2009cz.json,SN2009cz,0.0211,9.879244371155739,0.15379861572424736,65.63950959785784,3.281975479892892,9.04767842910962,0.16321368887289378,6.986827725668732,0.34934138628343664
SN2007ci.json,SN2007ci,0.018126,12.708122564628633,0.09502797708198127,120.27299858872138,6.0136499294360695,12.16588118743664,0.10094011012846146,54.312406760100686,2.7156203380050346
SN2006gr.json,SN2006gr,0.034601,19.698743379292118,0.09548588178628836,60.707168305252985,3.0353584152626496,,,,
ASASSN-14hu.json,ASASSN-14hu,0.015,,,,,,,,
SN2002fk.json,SN2002fk,0.007132,9.775761608812637,0.09238978954002057,65.04145796802874,3.252072898401437,6.458953627593888,0.09727691348587343,12.840849260678244,0.6420424630339122
SN2012aq.json,SN2012aq,0.05,10.754893847293538,0.10274090166798291,85.8327212392232,4.29163606196116,,,,
SN2009Y.json,SN2009Y,0.009316,19.19708066155587,0.140766844230991,115.79258775000034,5.7896293875000175,,,,
SN1998dm.json,SN1998dm,0.006541,11.918501309053196,0.16563451983621164,69.06449596056906,3.453224798028453,11.272795019492902,0.17588159397212597,11.857604192822578,0.5928802096411289
