# wavelength flux error
7.822767e+03 1.050351e-15 2.000000e-20
7.826933e+03 8.604110e-16 1.732051e-20
7.831100e+03 8.677485e-16 1.732051e-20
7.835266e+03 1.144596e-15 2.000000e-20
7.839433e+03 8.521528e-16 1.732051e-20
7.843599e+03 8.359827e-16 1.732051e-20
7.847765e+03 1.167085e-15 2.000000e-20
7.851932e+03 8.550892e-16 1.732051e-20
7.856098e+03 8.610381e-16 1.732051e-20
7.860265e+03 1.112719e-15 2.000000e-20
7.864431e+03 8.941352e-16 1.732051e-20
7.868597e+03 8.856508e-16 1.732051e-20
7.872764e+03 1.140080e-15 2.000000e-20
7.876930e+03 8.453285e-16 1.732051e-20
7.881097e+03 8.652523e-16 1.732051e-20
7.885263e+03 1.136700e-15 2.000000e-20
7.889429e+03 8.607954e-16 1.732051e-20
7.893596e+03 8.946507e-16 1.732051e-20
7.897762e+03 1.175672e-15 2.000000e-20
7.901929e+03 8.985184e-16 1.732051e-20
7.906095e+03 8.782763e-16 1.732051e-20
7.910262e+03 1.135874e-15 2.000000e-20
7.914428e+03 7.975150e-16 1.732051e-20
7.918594e+03 8.523183e-16 1.732051e-20
7.922761e+03 1.085968e-15 2.000000e-20
7.926927e+03 8.828948e-16 1.732051e-20
7.931094e+03 8.713295e-16 1.732051e-20
7.935260e+03 1.124098e-15 2.000000e-20
7.939426e+03 8.479614e-16 1.732051e-20
7.943593e+03 8.985233e-16 1.732051e-20
7.947759e+03 1.149835e-15 2.000000e-20
7.951926e+03 8.672356e-16 1.732051e-20
7.956092e+03 8.515464e-16 1.732051e-20
7.960258e+03 1.157922e-15 2.000000e-20
7.964425e+03 9.212458e-16 1.732051e-20
7.968591e+03 8.613978e-16 1.732051e-20
7.972758e+03 1.165571e-15 2.000000e-20
7.976924e+03 8.785245e-16 1.732051e-20
7.981090e+03 8.898424e-16 1.732051e-20
7.985257e+03 1.141346e-15 2.000000e-20
7.989423e+03 8.814844e-16 1.732051e-20
7.993590e+03 8.856894e-16 1.732051e-20
7.997756e+03 1.152440e-15 2.000000e-20
8.001923e+03 8.672721e-16 1.732051e-20
8.006089e+03 8.863425e-16 1.732051e-20
8.010255e+03 1.180277e-15 2.000000e-20
8.014422e+03 9.037432e-16 1.732051e-20
8.018588e+03 8.856265e-16 1.732051e-20
8.022755e+03 1.267726e-15 2.000000e-20
8.026921e+03 8.897510e-16 1.732051e-20
8.031087e+03 8.910899e-16 1.732051e-20
8.035254e+03 8.705467e-16 1.732051e-20
8.039420e+03 1.175512e-15 2.000000e-20
8.043587e+03 9.085562e-16 1.732051e-20
8.047753e+03 9.078712e-16 1.732051e-20
8.051919e+03 1.219165e-15 2.000000e-20
8.056086e+03 9.077849e-16 1.732051e-20
8.060252e+03 9.025006e-16 1.732051e-20
8.064419e+03 1.207596e-15 2.000000e-20
8.068585e+03 8.890161e-16 1.732051e-20
8.072751e+03 9.012679e-16 1.732051e-20
8.076918e+03 1.246812e-15 2.000000e-20
8.081084e+03 9.619491e-16 1.732051e-20
8.085251e+03 9.366688e-16 1.732051e-20
8.089417e+03 1.209863e-15 2.000000e-20
8.093584e+03 9.030667e-16 1.732051e-20
8.097750e+03 9.105739e-16 1.732051e-20
8.101916e+03 1.271130e-15 2.000000e-20
8.106083e+03 8.927575e-16 1.732051e-20
8.110249e+03 9.301792e-16 1.732051e-20
8.114416e+03 1.213103e-15 2.000000e-20
8.118582e+03 9.260147e-16 1.732051e-20
8.122748e+03 9.243703e-16 1.732051e-20
8.126915e+03 1.211856e-15 2.000000e-20
8.131081e+03 9.070563e-16 1.732051e-20
8.135248e+03 9.039888e-16 1.732051e-20
8.139414e+03 1.243621e-15 2.000000e-20
8.143580e+03 9.340252e-16 1.732051e-20
8.147747e+03 9.248950e-16 1.732051e-20
8.151913e+03 1.235704e-15 2.000000e-20
8.156080e+03 8.947841e-16 1.732051e-20
8.160246e+03 8.843527e-16 1.732051e-20
8.164412e+03 1.208712e-15 2.000000e-20
8.168579e+03 8.789820e-16 1.732051e-20
8.172745e+03 9.215417e-16 1.732051e-20
8.176912e+03 1.208946e-15 2.000000e-20
8.181078e+03 9.359701e-16 1.732051e-20
8.185245e+03 9.194551e-16 1.732051e-20
8.189411e+03 1.211555e-15 2.000000e-20
8.193577e+03 8.823386e-16 1.732051e-20
8.197744e+03 9.000964e-16 1.732051e-20
8.201910e+03 1.185514e-15 2.000000e-20
8.206077e+03 8.725077e-16 1.732051e-20
8.210243e+03 8.824201e-16 1.732051e-20
8.214409e+03 1.198611e-15 2.000000e-20
8.218576e+03 9.441040e-16 1.732051e-20
8.222742e+03 9.102792e-16 1.732051e-20
8.226909e+03 1.203946e-15 2.000000e-20
8.231075e+03 9.218332e-16 1.732051e-20
8.235241e+03 9.347846e-16 1.732051e-20
8.239408e+03 1.214249e-15 2.000000e-20
8.243574e+03 8.890535e-16 1.732051e-20
8.247741e+03 8.976228e-16 1.732051e-20
8.251907e+03 8.991954e-16 1.732051e-20
8.256073e+03 1.199695e-15 2.000000e-20
8.260240e+03 8.950570e-16 1.732051e-20
8.264406e+03 8.580602e-16 1.732051e-20
8.268573e+03 1.157055e-15 2.000000e-20
8.272739e+03 8.773268e-16 1.732051e-20
8.276906e+03 8.750777e-16 1.732051e-20
8.281072e+03 1.150245e-15 2.000000e-20
8.285238e+03 8.861108e-16 1.732051e-20
8.289405e+03 8.594171e-16 1.732051e-20
8.293571e+03 1.046110e-15 2.000000e-20
8.297738e+03 7.649790e-16 1.732051e-20
8.301904e+03 8.704104e-16 1.732051e-20
8.306070e+03 1.176769e-15 2.000000e-20
8.310237e+03 8.268838e-16 1.732051e-20
8.314403e+03 8.047824e-16 1.732051e-20
8.318570e+03 1.047048e-15 2.000000e-20
8.322736e+03 7.706585e-16 1.732051e-20
8.326902e+03 7.936879e-16 1.732051e-20
8.331069e+03 1.104034e-15 2.000000e-20
8.335235e+03 8.243405e-16 1.732051e-20
8.339402e+03 7.809079e-16 1.732051e-20
8.343568e+03 9.961410e-16 2.000000e-20
8.347734e+03 7.705948e-16 1.732051e-20
8.351901e+03 7.388515e-16 1.732051e-20
8.356067e+03 1.017951e-15 2.000000e-20
8.360234e+03 7.493670e-16 1.732051e-20
8.364400e+03 7.335205e-16 1.732051e-20
8.368567e+03 1.021019e-15 2.000000e-20
8.372733e+03 7.528945e-16 1.732051e-20
8.376899e+03 7.133670e-16 1.732051e-20
8.381066e+03 9.673271e-16 2.000000e-20
8.385232e+03 7.095032e-16 1.732051e-20
8.389399e+03 7.049622e-16 1.732051e-20
8.393565e+03 9.756875e-16 2.000000e-20
8.397731e+03 6.548651e-16 1.732051e-20
8.401898e+03 7.184027e-16 1.732051e-20
8.406064e+03 9.831410e-16 2.000000e-20
8.410231e+03 7.352018e-16 1.732051e-20
8.414397e+03 6.815238e-16 1.732051e-20
8.418563e+03 8.973716e-16 2.000000e-20
8.422730e+03 6.663142e-16 1.732051e-20
8.426896e+03 6.893142e-16 1.732051e-20
8.431063e+03 9.727056e-16 2.000000e-20
8.435229e+03 7.136817e-16 1.732051e-20
8.439395e+03 6.860200e-16 1.732051e-20
8.443562e+03 8.677318e-16 2.000000e-20
8.447728e+03 6.881013e-16 1.732051e-20
8.451895e+03 6.549549e-16 1.732051e-20
8.456061e+03 9.348297e-16 2.000000e-20
8.460228e+03 6.806005e-16 1.732051e-20
8.464394e+03 6.633178e-16 1.732051e-20
8.468560e+03 6.443861e-16 1.732051e-20
8.472727e+03 8.487645e-16 2.000000e-20
8.476893e+03 6.829514e-16 1.732051e-20
8.481060e+03 6.579776e-16 1.732051e-20
8.485226e+03 9.185425e-16 2.000000e-20
8.489392e+03 6.767027e-16 1.732051e-20
8.493559e+03 6.530577e-16 1.732051e-20
8.497725e+03 9.110290e-16 2.000000e-20
8.501892e+03 6.814925e-16 1.732051e-20
8.506058e+03 6.678356e-16 1.732051e-20
8.510224e+03 9.222180e-16 2.000000e-20
8.514391e+03 6.873390e-16 1.732051e-20
8.518557e+03 7.030577e-16 1.732051e-20
8.522724e+03 8.845933e-16 2.000000e-20
8.526890e+03 6.812104e-16 1.732051e-20
8.531056e+03 6.734184e-16 1.732051e-20
8.535223e+03 9.359250e-16 2.000000e-20
8.539389e+03 7.016602e-16 1.732051e-20
8.543556e+03 6.629994e-16 1.732051e-20
8.547722e+03 8.548129e-16 2.000000e-20
8.551889e+03 6.973398e-16 1.732051e-20
8.556055e+03 6.706932e-16 1.732051e-20
8.560221e+03 9.346037e-16 2.000000e-20
8.564388e+03 6.831950e-16 1.732051e-20
8.568554e+03 6.703530e-16 1.732051e-20
8.572721e+03 8.797761e-16 2.000000e-20
8.576887e+03 6.732029e-16 1.732051e-20
8.581053e+03 6.631981e-16 1.732051e-20
8.585220e+03 8.835653e-16 2.000000e-20
8.589386e+03 6.878976e-16 1.732051e-20
8.593553e+03 7.004012e-16 1.732051e-20
8.597719e+03 8.878002e-16 2.000000e-20
8.601885e+03 6.746994e-16 1.732051e-20
8.606052e+03 6.452644e-16 1.732051e-20
8.610218e+03 9.189922e-16 2.000000e-20
8.614385e+03 7.027857e-16 1.732051e-20
8.618551e+03 7.072913e-16 1.732051e-20
8.622718e+03 9.375294e-16 2.000000e-20
8.626884e+03 6.868424e-16 1.732051e-20
8.631050e+03 6.737528e-16 1.732051e-20
8.635217e+03 9.091646e-16 2.000000e-20
8.639383e+03 6.986486e-16 1.732051e-20
8.643550e+03 7.374655e-16 1.732051e-20
8.647716e+03 9.761269e-16 2.000000e-20
8.651882e+03 7.127679e-16 1.732051e-20
8.656049e+03 7.006974e-16 1.732051e-20
8.660215e+03 9.662425e-16 2.000000e-20
8.664382e+03 7.272763e-16 1.732051e-20
8.668548e+03 7.168559e-16 1.732051e-20
8.672714e+03 1.051469e-15 2.000000e-20
8.676881e+03 7.506029e-16 1.732051e-20
8.681047e+03 7.729503e-16 1.732051e-20
8.685214e+03 1.014164e-15 2.000000e-20
8.689380e+03 7.691060e-16 1.732051e-20
8.693546e+03 7.908787e-16 1.732051e-20
8.697713e+03 8.247779e-16 1.732051e-20
8.701879e+03 1.061349e-15 2.000000e-20
8.706046e+03 8.192981e-16 1.732051e-20
8.710212e+03 7.687075e-16 1.732051e-20
8.714379e+03 1.067838e-15 2.000000e-20
8.718545e+03 8.497242e-16 1.732051e-20
8.722711e+03 8.433853e-16 1.732051e-20
8.726878e+03 1.063474e-15 2.000000e-20
8.731044e+03 8.337378e-16 1.732051e-20
8.735211e+03 8.545864e-16 1.732051e-20
8.739377e+03 1.130948e-15 2.000000e-20
8.743543e+03 8.409695e-16 1.732051e-20
8.747710e+03 8.430729e-16 1.732051e-20
8.751876e+03 1.072842e-15 2.000000e-20
8.756043e+03 8.887676e-16 1.732051e-20
8.760209e+03 8.583710e-16 1.732051e-20
8.764375e+03 1.184860e-15 2.000000e-20
8.768542e+03 9.714669e-16 1.732051e-20
8.772708e+03 9.235618e-16 1.732051e-20
8.776875e+03 1.028684e-15 2.000000e-20
8.781041e+03 7.958286e-16 1.732051e-20
8.785207e+03 7.987333e-16 1.732051e-20
8.789374e+03 1.193096e-15 2.000000e-20
8.793540e+03 9.431613e-16 1.732051e-20
8.797707e+03 9.052360e-16 1.732051e-20
8.801873e+03 1.167912e-15 2.000000e-20
8.806040e+03 9.008772e-16 1.732051e-20
8.810206e+03 8.823002e-16 1.732051e-20
8.814372e+03 1.189167e-15 2.000000e-20
8.818539e+03 9.360412e-16 1.732051e-20
8.822705e+03 8.727033e-16 1.732051e-20
8.826872e+03 8.501499e-16 2.000000e-20
8.831038e+03 8.050539e-16 1.732051e-20
8.835204e+03 8.494187e-16 1.732051e-20
8.839371e+03 1.178170e-15 2.000000e-20
8.843537e+03 9.385252e-16 1.732051e-20
8.847704e+03 9.392826e-16 1.732051e-20
8.851870e+03 1.242872e-15 2.000000e-20
8.856036e+03 8.902174e-16 1.732051e-20
8.860203e+03 9.297766e-16 1.732051e-20
8.864369e+03 1.228268e-15 2.000000e-20
8.868536e+03 9.430660e-16 1.732051e-20
8.872702e+03 9.380149e-16 1.732051e-20
8.876868e+03 1.274797e-15 2.000000e-20
8.881035e+03 9.038744e-16 1.732051e-20
8.885201e+03 8.436715e-16 1.732051e-20
8.889368e+03 1.239207e-15 2.000000e-20
8.893534e+03 9.578920e-16 1.732051e-20
8.897701e+03 8.795413e-16 1.732051e-20
8.901867e+03 1.252975e-15 2.000000e-20
8.906033e+03 9.477930e-16 1.732051e-20
8.910200e+03 9.325416e-16 1.732051e-20
8.914366e+03 9.114239e-16 1.732051e-20
8.918533e+03 1.085909e-15 2.000000e-20
8.922699e+03 1.024329e-15 1.732051e-20
8.926865e+03 9.693188e-16 1.732051e-20
8.931032e+03 1.227746e-15 2.000000e-20
8.935198e+03 8.903667e-16 1.732051e-20
8.939365e+03 9.164368e-16 1.732051e-20
8.943531e+03 1.289844e-15 2.000000e-20
8.947697e+03 8.537640e-16 1.732051e-20
8.951864e+03 7.394320e-16 1.732051e-20
8.956030e+03 1.005373e-15 2.000000e-20
8.960197e+03 8.891514e-16 1.732051e-20
8.964363e+03 8.777035e-16 1.732051e-20
8.968529e+03 1.105307e-15 2.000000e-20
8.972696e+03 8.255834e-16 1.732051e-20
8.976862e+03 8.995726e-16 1.732051e-20
8.981029e+03 1.203151e-15 2.000000e-20
8.985195e+03 9.146116e-16 1.732051e-20
8.989362e+03 9.284382e-16 1.732051e-20
8.993528e+03 1.151186e-15 2.000000e-20
8.997694e+03 8.750950e-16 1.732051e-20
9.001861e+03 8.758331e-16 1.732051e-20
9.006027e+03 1.284969e-15 2.000000e-20
9.010194e+03 9.215562e-16 1.732051e-20
9.014360e+03 9.396090e-16 1.732051e-20
9.018526e+03 1.128540e-15 2.000000e-20
9.022693e+03 8.132743e-16 1.732051e-20
9.026859e+03 8.155565e-16 1.732051e-20
9.031026e+03 1.086207e-15 2.000000e-20
9.035192e+03 8.003469e-16 1.732051e-20
9.039358e+03 8.200329e-16 1.732051e-20
9.043525e+03 1.036770e-15 2.000000e-20
9.047691e+03 8.412289e-16 1.732051e-20
9.051858e+03 8.356937e-16 1.732051e-20
9.056024e+03 1.024298e-15 2.000000e-20
9.060190e+03 7.467476e-16 1.732051e-20
9.064357e+03 7.737774e-16 1.732051e-20
9.068523e+03 1.071667e-15 2.000000e-20
9.072690e+03 8.165299e-16 1.732051e-20
9.076856e+03 8.020305e-16 1.732051e-20
9.081023e+03 9.587266e-16 2.000000e-20
9.085189e+03 7.144575e-16 1.732051e-20
9.089355e+03 7.593215e-16 1.732051e-20
9.093522e+03 9.924142e-16 2.000000e-20
9.097688e+03 7.686033e-16 1.732051e-20
9.101855e+03 6.435739e-16 1.732051e-20
9.106021e+03 9.470860e-16 2.000000e-20
9.110187e+03 7.318795e-16 1.732051e-20
9.114354e+03 7.469734e-16 1.732051e-20
9.118520e+03 9.727221e-16 2.000000e-20
9.122687e+03 7.791848e-16 1.732051e-20
9.126853e+03 7.569184e-16 1.732051e-20
9.131019e+03 7.084884e-16 1.732051e-20
9.135186e+03 9.232166e-16 2.000000e-20
9.139352e+03 7.310512e-16 1.732051e-20
9.143519e+03 7.445800e-16 1.732051e-20
9.147685e+03 1.000734e-15 2.000000e-20
9.151851e+03 7.567131e-16 1.732051e-20
9.156018e+03 6.475760e-16 1.732051e-20
9.160184e+03 8.816906e-16 2.000000e-20
9.164351e+03 7.163985e-16 1.732051e-20
9.168517e+03 7.331749e-16 1.732051e-20
9.172684e+03 9.243160e-16 2.000000e-20
9.176850e+03 7.253601e-16 1.732051e-20
9.181016e+03 7.148222e-16 1.732051e-20
9.185183e+03 9.669362e-16 2.000000e-20
9.189349e+03 6.958812e-16 1.732051e-20
9.193516e+03 6.943196e-16 1.732051e-20
9.197682e+03 9.816718e-16 2.000000e-20
9.201848e+03 7.743854e-16 1.732051e-20
9.206015e+03 7.357606e-16 1.732051e-20
9.210181e+03 9.967636e-16 2.000000e-20
9.214348e+03 7.133510e-16 1.732051e-20
9.218514e+03 6.627294e-16 1.732051e-20
9.222680e+03 9.644067e-16 2.000000e-20
9.226847e+03 7.187301e-16 1.732051e-20
9.231013e+03 7.126229e-16 1.732051e-20
9.235180e+03 9.384085e-16 2.000000e-20
9.239346e+03 6.448498e-16 1.732051e-20
9.243512e+03 6.852120e-16 1.732051e-20
9.247679e+03 9.156206e-16 2.000000e-20
9.251845e+03 7.137514e-16 1.732051e-20
9.256012e+03 7.500241e-16 1.732051e-20
9.260178e+03 9.820217e-16 2.000000e-20
9.264345e+03 7.753366e-16 1.732051e-20
9.268511e+03 7.478696e-16 1.732051e-20
9.272677e+03 9.507226e-16 2.000000e-20
9.276844e+03 7.528872e-16 1.732051e-20
9.281010e+03 7.127771e-16 1.732051e-20
9.285177e+03 9.963548e-16 2.000000e-20
9.289343e+03 7.639316e-16 1.732051e-20
9.293509e+03 6.760434e-16 1.732051e-20
9.297676e+03 9.623435e-16 2.000000e-20
9.301842e+03 6.996036e-16 1.732051e-20
9.306009e+03 7.172337e-16 1.732051e-20
9.310175e+03 7.602275e-16 2.000000e-20
9.314341e+03 7.631717e-16 1.732051e-20
9.318508e+03 6.737313e-16 1.732051e-20
9.322674e+03 7.397126e-16 2.000000e-20
9.326841e+03 8.041757e-16 1.732051e-20
9.331007e+03 6.470248e-16 1.732051e-20
9.335173e+03 9.144945e-16 2.000000e-20
9.339340e+03 5.799118e-16 1.732051e-20
9.343506e+03 5.538571e-16 1.732051e-20
9.347673e+03 7.801987e-16 1.732051e-20
9.351839e+03 8.393704e-16 2.000000e-20
9.356006e+03 6.964115e-16 1.732051e-20
9.360172e+03 6.841079e-16 1.732051e-20
9.364338e+03 8.119586e-16 2.000000e-20
9.368505e+03 6.882459e-16 1.732051e-20
9.372671e+03 6.841637e-16 1.732051e-20
9.376838e+03 9.328478e-16 2.000000e-20
9.381004e+03 7.324217e-16 1.732051e-20
9.385170e+03 7.051165e-16 1.732051e-20
9.389337e+03 8.675481e-16 2.000000e-20
9.393503e+03 6.385759e-16 1.732051e-20
9.397670e+03 6.679797e-16 1.732051e-20
9.401836e+03 8.191798e-16 2.000000e-20
9.406002e+03 7.084878e-16 1.732051e-20
9.410169e+03 6.943888e-16 1.732051e-20
9.414335e+03 9.501064e-16 2.000000e-20
9.418502e+03 6.676117e-16 1.732051e-20
9.422668e+03 6.483909e-16 1.732051e-20
9.426834e+03 8.152828e-16 2.000000e-20
9.431001e+03 6.922764e-16 1.732051e-20
9.435167e+03 7.714671e-16 1.732051e-20
9.439334e+03 8.882295e-16 2.000000e-20
9.443500e+03 4.669141e-16 1.732051e-20
9.447667e+03 6.319535e-16 1.732051e-20
9.451833e+03 7.333769e-16 2.000000e-20
9.455999e+03 7.226992e-16 1.732051e-20
9.460166e+03 5.817774e-16 1.732051e-20
9.464332e+03 1.012715e-15 2.000000e-20
9.468499e+03 6.793657e-16 1.732051e-20
9.472665e+03 6.688974e-16 1.732051e-20
9.476831e+03 7.950574e-16 2.000000e-20
9.480998e+03 6.425519e-16 1.732051e-20
9.485164e+03 7.044975e-16 1.732051e-20
9.489331e+03 8.866992e-16 2.000000e-20
9.493497e+03 6.124805e-16 1.732051e-20
9.497663e+03 7.108776e-16 1.732051e-20
9.501830e+03 7.946937e-16 2.000000e-20
9.505996e+03 7.325888e-16 1.732051e-20
9.510163e+03 7.420820e-16 1.732051e-20
9.514329e+03 8.227390e-16 2.000000e-20
9.518495e+03 4.562881e-16 1.732051e-20
9.522662e+03 6.461949e-16 1.732051e-20
9.526828e+03 8.275321e-16 2.000000e-20
9.530995e+03 7.136649e-16 1.732051e-20
9.535161e+03 6.879608e-16 1.732051e-20
9.539328e+03 7.679006e-16 2.000000e-20
9.543494e+03 6.618025e-16 1.732051e-20
9.547660e+03 6.960669e-16 1.732051e-20
9.551827e+03 7.771196e-16 2.000000e-20
9.555993e+03 6.430263e-16 1.732051e-20
9.560160e+03 6.785210e-16 1.732051e-20
9.564326e+03 7.472593e-16 2.000000e-20
